ID,Year_Birth,Age,Kidhome,Teenhome,Dt_Customer,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntOtherProds,NumStorePurchases,NumDealPurchases,NumWebPurchases,NumCatalogPurchases,NumWebVisitsMonth,MntTotal,ResponseCC
5393,1977,47,1,0,24/10/2020,506,0,138,138,46,138,3,49,2,0,3,966,0
5394,1979,45,1,1,3/06/2021,69,207,92,161,184,161,12,21,2,2,4,874,0
5396,1988,36,0,0,1/04/2021,17434,276,8855,759,2047,2047,3,28,18,14,13,31418,1
5424,1983,41,1,0,3/05/2021,667,276,1357,437,23,828,6,56,6,0,4,3588,0
5429,1948,76,0,1,6/11/2021,3335,23,759,46,23,23,3,42,8,2,4,4209,0
5441,1965,59,0,1,11/11/2021,6141,138,1242,184,69,1150,6,35,10,4,6,8924,0
5453,1956,68,0,0,13/12/2020,24909,2484,14927,5819,3473,2484,3,14,8,14,12,54096,1
5454,1979,45,1,0,17/02/2022,851,0,161,69,0,69,3,35,4,0,3,1150,0
5462,1974,50,0,1,29/10/2020,17411,1840,4991,667,1840,253,15,42,18,12,12,27002,0
5474,1970,54,1,0,16/02/2022,1035,161,2277,92,575,989,9,42,8,2,4,5129,0
5493,1976,48,1,1,5/06/2022,345,0,46,0,0,138,3,42,2,0,2,529,0
5510,1977,47,0,1,7/02/2021,6026,138,1403,0,230,2346,9,35,10,4,6,10143,0
5517,1969,55,1,0,2/12/2021,345,0,253,0,46,207,3,56,2,2,2,851,0
5534,1975,49,0,1,6/01/2022,2829,23,598,46,0,1656,6,49,6,4,3,5152,0
5538,1975,49,0,0,25/12/2021,20631,3703,9890,4278,3703,621,0,7,8,14,6,42826,1
5544,1970,54,0,1,27/01/2021,22011,920,4025,3634,1219,2461,6,35,14,16,5,34270,0
5545,1972,52,0,0,22/06/2022,13156,184,5957,782,805,1840,3,7,6,10,5,22724,0
5558,1954,70,0,0,17/06/2022,23460,713,9890,1426,1449,1817,3,7,8,12,4,38755,0
5585,1972,52,1,0,7/07/2021,276,46,391,138,23,230,6,56,4,0,3,1104,0
5589,1964,60,0,1,17/11/2020,14513,0,2645,230,161,690,9,49,18,4,10,18239,0
5621,1969,55,1,1,28/02/2021,1679,1311,2300,1633,345,0,15,63,12,2,5,7268,0
5623,1980,44,1,0,13/12/2021,345,92,299,0,0,437,3,49,2,2,2,1173,0
5626,1964,60,0,0,9/02/2022,7774,92,2047,253,184,299,3,28,8,4,9,10649,0
5631,1991,33,0,0,19/07/2021,4646,1081,4531,1265,966,3427,3,28,10,8,8,15916,1
5633,1980,44,1,1,11/09/2022,2231,276,1932,299,230,345,21,35,6,2,6,5313,0
5636,1963,61,0,0,26/01/2021,1173,92,1150,276,23,1127,3,56,8,0,3,3841,0
5654,1972,52,2,1,2/06/2022,460,92,230,138,92,391,6,42,4,0,3,1403,0
5667,1964,60,0,1,28/12/2020,23299,690,9177,1380,1058,3519,9,42,18,20,4,39123,0
5675,1960,64,0,1,21/12/2020,10557,0,552,138,0,92,18,42,8,10,7,11339,0
5682,1953,71,0,1,9/06/2021,21804,230,1978,299,483,483,12,35,12,18,11,25277,0
5684,1971,53,1,1,28/12/2021,1288,0,207,0,0,69,6,49,4,0,3,1564,0
5687,1980,44,0,0,10/12/2020,12949,1150,17802,644,713,4301,3,21,14,14,12,37559,1
5692,1989,35,1,0,10/03/2021,23,92,69,184,207,161,3,56,2,0,3,736,0
5718,1950,74,0,0,1/11/2021,15502,3864,2484,4416,966,5313,3,21,10,22,6,32545,0
5721,1956,68,0,0,28/07/2022,14053,1748,17227,1357,1035,598,3,14,14,20,6,36018,0
5731,1983,41,1,0,22/06/2021,276,0,299,46,0,230,3,49,2,0,3,851,0
5734,1974,50,1,1,6/02/2022,1058,92,828,46,46,23,3,35,4,0,4,2093,0
5735,1991,33,0,0,2/05/2022,26588,2760,21045,2162,3312,2208,3,7,6,8,10,58075,1
5740,1970,54,1,1,3/05/2021,92,46,276,161,115,598,6,42,2,4,2,1288,0
5748,1965,59,0,1,17/02/2021,2645,621,1012,92,3358,3197,9,35,10,4,6,10925,0
5751,1973,51,1,0,2/05/2022,46,69,230,253,46,230,3,42,2,0,3,874,0
5758,1982,42,0,0,2/04/2022,24702,0,1587,0,0,1058,3,42,20,8,13,27347,0
5790,1985,39,1,0,15/04/2021,575,138,368,460,0,115,6,56,4,0,3,1656,0
5794,1974,50,0,1,3/06/2022,9384,0,483,0,0,391,9,56,14,2,7,10258,0
5796,1963,61,0,0,12/02/2022,12880,483,10166,667,1012,667,3,7,8,10,13,25875,0
5802,1972,52,0,0,17/05/2021,46,161,253,368,276,621,3,42,4,0,4,1725,0
5830,1972,52,0,0,29/11/2020,20677,2346,19274,3059,2346,920,3,14,10,12,10,48622,1
5831,1967,57,0,1,8/11/2020,23391,1150,11500,1495,1150,3059,9,56,10,10,5,41745,0
5847,1969,55,0,1,15/08/2021,7176,483,4738,2346,2116,3427,9,35,14,6,10,20286,0
5863,1953,71,0,1,15/08/2021,8257,0,3082,299,598,2829,12,35,12,6,8,15065,0
5868,1980,44,1,0,8/11/2021,46,92,207,230,115,368,6,49,2,0,3,1058,0
5872,1951,73,0,1,18/08/2021,5520,2070,4968,1449,138,552,12,21,8,8,10,14697,0
5883,1972,52,1,0,12/08/2021,3174,2760,4692,368,2898,1380,9,35,14,8,7,15272,0
5892,1980,44,1,0,27/06/2021,3634,138,1035,184,46,46,21,49,6,4,5,5083,1
5896,1987,37,0,0,4/06/2022,6256,161,1840,460,161,253,3,14,8,8,6,9131,0
5907,1952,72,1,1,20/01/2021,184,0,184,0,0,46,3,56,2,0,2,414,0
5909,1964,60,0,1,6/12/2021,20585,230,2323,299,0,3496,15,56,6,8,8,26933,0
5922,1974,50,0,1,30/12/2021,4830,0,138,0,0,46,6,49,8,2,5,5014,0
5935,1956,68,0,1,12/03/2021,12581,161,3220,0,161,1449,9,35,14,10,8,17572,0
5948,1975,49,0,1,16/07/2022,3289,138,1196,253,184,391,6,35,8,2,5,5451,0
5956,1948,76,1,2,2/01/2022,3312,46,2277,161,46,690,15,56,12,2,4,6532,0
5959,1968,56,1,1,1/01/2021,3634,0,529,0,0,414,18,56,6,2,5,4577,0
5961,1978,46,1,0,24/08/2022,184,92,460,138,69,368,3,35,2,0,3,1311,0
5975,1967,57,1,0,17/12/2021,851,0,391,0,0,69,3,49,4,0,3,1311,0
5985,1965,59,0,1,30/12/2020,1840,23,851,0,23,69,9,49,4,2,4,2806,0
5989,1959,65,0,1,3/07/2021,17296,2806,10948,897,3519,782,3,56,20,4,11,36248,0
5991,1949,75,0,1,25/08/2021,3979,46,897,69,46,1081,9,49,10,2,4,6118,0
5995,1962,62,1,1,6/03/2021,3795,69,3381,92,552,943,21,56,12,4,5,8832,0
6001,1979,45,0,1,21/03/2021,14122,805,3680,1334,805,805,6,35,10,16,10,21551,0
6019,1971,53,1,0,16/06/2022,1035,69,207,92,92,161,3,42,2,4,2,1656,0
6050,1975,49,0,1,27/02/2021,26933,989,5037,437,322,1081,12,63,12,6,13,34799,0
6055,1979,45,0,0,18/01/2021,12558,1656,8648,2162,3335,1656,3,21,10,10,8,30015,0
6072,1970,54,0,0,21/04/2021,21114,1311,19366,2277,874,3059,3,21,10,16,6,48001,0
6086,1955,69,0,0,9/02/2022,10235,575,16238,1840,1748,1104,3,14,12,10,12,31740,0
6097,1959,65,1,1,4/04/2021,7199,184,2392,138,92,2898,27,63,16,2,6,12903,0
6103,1948,76,0,0,23/11/2021,920,345,345,391,138,161,3,28,4,2,3,2300,0
6116,1968,56,0,1,21/09/2021,437,299,414,230,161,184,3,21,2,2,3,1725,0
6119,1963,61,1,1,27/07/2021,230,0,69,0,0,92,3,42,2,0,2,391,0
6141,1972,52,1,0,12/07/2021,4393,207,2231,0,138,1886,6,49,12,2,5,8855,0
6147,1971,53,1,0,4/01/2021,115,46,184,46,46,207,3,49,0,2,2,644,0
6168,1963,61,1,1,1/10/2021,759,0,115,0,0,345,6,28,2,2,2,1219,0
6183,1962,62,0,1,27/08/2021,1426,23,1012,138,115,506,3,28,4,2,4,3220,0
6197,1962,62,1,1,7/07/2021,851,0,391,0,0,69,9,63,6,0,3,1311,0
6200,1951,73,0,1,25/06/2021,7820,2484,4255,2990,874,2300,6,21,12,12,9,20723,0
6214,1982,42,1,0,22/06/2021,322,230,667,92,161,345,3,42,4,0,3,1817,0
6215,1977,47,1,1,17/03/2022,230,0,230,69,23,161,6,56,2,2,2,713,0
6218,1965,59,0,1,6/01/2021,10511,92,667,0,0,207,3,49,16,2,7,11477,0
6230,1971,53,1,1,4/05/2021,2530,115,1357,161,23,161,15,56,10,0,4,4347,0
6237,1966,58,0,2,23/02/2022,1863,92,759,115,46,6693,0,0,46,2,1,9568,0
6246,1953,71,0,0,30/01/2022,16169,2346,13823,0,1334,989,3,7,6,22,8,34661,0
6248,1947,77,0,0,3/01/2022,29348,552,17158,2162,667,1104,0,21,18,14,11,50991,0
6250,1949,75,0,1,5/02/2021,16330,345,690,460,0,0,9,56,22,4,8,17825,0
6257,1976,48,0,1,11/04/2021,5865,989,3082,851,322,552,3,49,14,4,7,11661,0
6261,1979,45,0,1,12/02/2022,6210,713,2024,253,1104,506,9,28,6,4,10,10810,0
6262,1962,62,0,0,27/06/2021,18768,966,10350,1265,1288,3542,3,14,6,20,8,36179,0
6271,1952,72,0,1,5/09/2022,1219,0,184,0,0,46,3,35,4,0,3,1449,0
6281,1966,58,0,1,3/05/2021,15479,0,4577,851,1081,598,6,28,12,6,5,22586,0
6283,1968,56,0,1,8/07/2021,14605,345,2300,460,161,3013,3,42,18,6,9,20884,0
6292,1986,38,0,0,16/06/2021,30153,0,8257,1058,2047,391,3,14,8,6,10,41906,1
6295,1977,47,0,1,23/04/2021,14996,184,3634,483,0,3266,12,56,22,12,5,22563,0
6299,1968,56,0,1,21/03/2021,7452,1104,4278,897,414,4554,18,49,12,16,4,18699,0
6310,1978,46,1,0,26/11/2021,690,184,276,184,184,276,3,35,4,0,4,1794,0
6318,1988,36,0,0,1/04/2021,17434,276,8855,759,2047,2047,3,28,18,14,13,31418,1
6343,1959,65,0,1,17/06/2022,19205,1679,8740,2622,1679,989,3,14,12,18,7,34914,0
6347,1979,45,1,0,13/09/2021,23,23,92,253,207,230,3,56,2,0,3,828,0
6349,1987,37,0,0,22/09/2021,14283,1679,9522,1794,1104,1955,3,35,16,8,6,30337,1
6355,1978,46,1,1,3/09/2022,460,0,322,161,69,23,9,21,4,0,4,1035,0
6357,1959,65,0,1,3/02/2022,5290,805,1725,1449,1311,713,9,35,14,2,7,11293,0
6365,1987,37,0,0,19/11/2021,230,276,276,575,23,460,3,42,4,0,3,1840,0
6374,1954,70,0,1,3/08/2021,5129,46,713,0,46,897,15,56,10,4,4,6831,0
6376,1979,45,1,0,27/08/2021,4393,1288,3197,1173,184,2300,12,28,8,6,8,12535,0
6379,1949,75,1,1,15/08/2021,1541,23,460,0,46,713,9,49,4,4,2,2783,0
6398,1974,50,1,0,15/06/2022,161,230,299,368,0,92,6,56,6,0,3,1150,0
6406,1988,36,0,0,14/01/2022,14881,2461,8993,4025,1541,920,3,21,12,8,10,32821,1
6409,1967,57,0,0,4/08/2021,6141,3220,13777,782,276,2921,3,42,14,10,7,27117,0
6428,1950,74,0,0,20/07/2022,13915,230,7935,1932,1242,736,3,0,2,16,7,25990,0
6437,1985,39,1,0,5/09/2021,483,184,460,345,69,207,3,49,4,0,3,1748,0
6457,1976,48,0,1,15/08/2022,12121,552,5290,736,552,1495,6,28,12,8,12,20746,0
6461,1969,55,0,1,5/08/2021,13363,1127,3611,989,184,2484,3,14,10,12,11,21758,0
6466,1965,59,1,1,29/05/2022,2415,0,207,46,23,92,9,21,4,2,4,2783,0
6488,1959,65,0,1,23/06/2022,1748,0,161,0,0,368,3,35,6,4,2,2277,0
6497,1960,64,0,1,24/01/2021,6739,138,529,299,138,2116,12,56,12,4,5,9959,0
6507,1980,44,1,0,21/12/2021,368,253,345,46,0,276,6,21,2,2,4,1288,0
6516,1989,35,1,0,4/06/2021,0,0,23,161,92,138,3,49,2,0,2,414,0
6568,1984,40,1,0,14/06/2021,253,0,828,345,115,276,3,49,4,0,3,1817,0
6606,1969,55,1,0,17/06/2021,22172,782,3151,345,0,253,6,56,10,4,10,26703,0
6613,1970,54,1,0,29/12/2020,11799,161,3059,1058,322,322,18,56,16,8,8,16721,0
6634,1979,45,1,0,24/10/2021,506,69,414,0,0,253,3,49,4,0,3,1242,0
6642,1961,63,2,1,11/04/2021,690,115,506,184,207,644,12,42,4,2,4,2346,0
6652,1965,59,0,0,26/08/2022,5221,3473,13179,2254,1242,713,3,7,6,8,9,26082,0
6653,1970,54,1,1,16/10/2020,6739,0,2001,92,253,529,12,49,14,4,5,9614,0
6663,1940,84,0,0,24/09/2021,3312,0,161,0,0,138,3,35,6,2,4,3611,0
6673,1965,59,0,0,5/06/2021,644,138,621,276,391,897,3,56,6,0,3,2967,0
6679,1966,58,0,0,29/08/2022,230,69,69,0,0,0,3,21,0,0,3,368,0
6710,1951,73,2,1,3/02/2021,1564,23,299,69,115,299,3,42,4,0,4,2369,0
6715,1948,76,0,1,21/03/2021,11546,437,3036,0,138,598,18,42,12,4,11,15755,0
6721,1951,73,0,1,15/10/2021,13156,437,6578,1150,874,5704,9,21,12,6,5,27899,0
6722,1954,70,0,1,14/09/2022,11017,644,3128,1725,322,805,9,42,20,6,7,17641,0
6729,1988,36,0,0,27/10/2020,10488,437,19136,1725,2714,874,3,21,8,10,11,35374,1
6730,1954,70,1,1,20/01/2021,782,23,322,0,0,115,9,56,4,0,3,1242,0
6742,1979,45,1,0,1/04/2021,46,46,23,69,23,46,3,56,2,0,2,253,0
6749,1966,58,1,1,25/10/2020,22011,1081,11362,1886,1081,2185,12,56,10,6,6,39606,0
6768,1962,62,1,2,31/03/2021,506,23,184,46,23,46,6,56,2,0,3,828,0
6770,1985,39,1,0,6/11/2021,115,299,322,0,115,713,6,42,4,2,2,1564,0
6810,1983,41,0,0,14/08/2021,6141,2254,13938,1104,1610,2254,3,7,6,4,6,27301,1
6815,1980,44,0,0,9/08/2022,10304,483,2875,1196,2323,1426,0,14,14,12,8,18607,0
6859,1987,37,1,0,25/12/2021,851,92,552,368,207,207,6,63,8,0,3,2277,0
6862,1971,53,0,0,4/08/2022,23,23,69,23,23,23,45,140,0,0,0,184,0
6870,1959,65,0,1,4/12/2021,4186,46,1127,391,299,460,3,14,6,2,7,6509,0
6872,1974,50,0,1,7/11/2021,6532,69,1932,92,161,529,6,28,8,4,8,9315,0
6885,1977,47,1,0,17/02/2022,874,0,276,69,23,23,3,49,4,0,3,1265,0
6887,1967,57,1,1,11/07/2022,5635,368,5129,483,989,368,6,42,16,2,8,12972,0
6892,1968,56,0,1,20/08/2022,14743,161,1288,0,0,644,24,56,20,8,6,16836,0
6906,1953,71,0,0,20/08/2021,3841,1104,13846,1449,1656,1656,3,14,6,20,4,23552,0
6912,1967,57,0,2,6/11/2021,13639,690,2093,667,506,161,3,28,12,6,12,17756,0
6918,1989,35,1,0,20/09/2021,115,92,299,184,0,92,3,56,2,0,3,782,0
6950,1958,66,1,1,3/03/2022,805,23,368,0,23,23,6,49,4,0,3,1242,0
6958,1977,47,1,0,21/09/2021,322,0,92,0,0,184,3,42,2,2,2,598,0
6983,1950,74,1,1,18/07/2022,529,46,391,46,23,0,6,49,4,0,3,1035,0
6991,1951,73,0,1,27/06/2021,12351,138,966,368,138,690,6,56,18,6,6,14651,0
7000,1972,52,0,0,30/12/2021,6417,3956,1702,874,184,5658,3,7,4,20,10,18791,0
7002,1955,69,0,1,20/12/2021,3749,1104,2070,0,1035,1196,3,21,6,4,8,9154,0
7004,1984,40,1,0,2/06/2021,552,69,598,161,23,529,9,63,6,2,2,1932,0
7005,1981,43,0,0,2/09/2022,11017,805,4117,644,161,1955,3,14,10,6,12,18699,0
7007,1968,56,2,0,18/06/2022,391,69,414,69,92,414,6,49,6,2,2,1449,0
7010,1965,59,0,0,24/06/2022,14605,2622,5842,3036,3496,1748,3,21,12,12,7,31349,0
7011,1973,51,1,0,29/12/2020,989,46,621,0,207,276,9,49,6,0,4,2139,0
7022,1971,53,1,0,15/12/2020,16997,2461,7107,3220,1840,805,3,42,4,10,13,32430,1
7023,1953,71,2,1,12/02/2021,4347,46,1265,0,115,276,12,63,12,2,4,6049,0
7034,1978,46,1,0,18/11/2021,184,161,207,299,138,276,6,56,4,0,3,1265,0
7037,1974,50,1,0,28/10/2021,4462,1265,3082,345,0,69,9,42,8,4,8,9223,0
7042,1983,41,0,0,18/05/2021,69,69,322,345,483,230,3,63,4,2,2,1518,0
7053,1966,58,0,0,15/09/2021,13892,644,15502,2093,644,644,3,7,6,20,8,33419,0
7072,1973,51,0,1,15/06/2021,9936,1817,7843,4071,3128,3910,6,28,16,10,4,30705,0
7094,1975,49,0,1,13/03/2022,10235,1219,4899,2392,2254,3473,3,28,12,8,13,24472,0
7101,1963,61,0,1,13/04/2021,21919,0,1633,0,0,4002,18,56,20,10,10,27554,0
7108,1965,59,1,1,25/11/2020,4715,460,1081,529,46,1288,18,35,10,4,5,8119,0
7118,1957,67,0,1,18/10/2020,19159,1840,8349,1196,598,4002,6,42,18,10,6,35144,0
7124,1968,56,1,1,20/04/2021,989,92,276,184,0,621,15,35,4,2,4,2162,0
7128,1977,47,1,1,23/02/2022,92,0,115,0,23,115,3,49,2,0,2,345,0
7129,1962,62,0,1,6/05/2021,15778,391,3266,529,598,805,24,42,12,8,13,21367,0
7152,1983,41,1,0,22/06/2021,276,0,299,46,0,230,3,49,2,0,3,851,0
7181,1977,47,0,1,24/01/2022,805,0,299,46,0,46,6,56,4,0,3,1196,0
7196,1950,74,1,1,27/04/2022,207,0,69,0,0,23,3,21,0,0,3,299,0
7212,1966,58,0,1,25/08/2022,1242,0,161,0,0,92,3,42,4,0,3,1495,0
7230,1960,64,0,1,21/12/2020,10557,0,552,138,0,92,18,42,8,10,7,11339,0
7233,1972,52,0,0,4/12/2020,11408,736,19527,5267,1104,2944,6,28,10,6,6,40986,1
7235,1975,49,1,0,25/02/2022,46,115,276,92,184,161,9,35,4,0,4,874,0
7270,1981,43,0,0,13/04/2022,20884,1104,4991,736,276,552,3,42,4,6,13,28543,0
7275,1971,53,1,1,21/12/2021,1817,23,713,92,92,276,9,42,4,2,4,3013,0
7290,1985,39,0,0,22/12/2020,7981,1012,12282,391,0,598,3,14,6,10,12,22264,1
7313,1949,75,0,0,20/08/2021,13110,1679,14122,3059,2346,1679,3,21,12,10,11,35995,0
7326,1971,53,0,1,9/06/2022,782,23,437,46,161,0,3,14,2,2,3,1449,0
7327,1959,65,1,1,17/03/2022,483,115,69,230,23,161,9,14,2,2,4,1081,0
7342,1961,63,0,1,26/11/2020,7843,3266,2599,5957,3473,1518,9,35,12,12,12,24656,0
7348,1958,66,0,0,3/06/2022,7728,2990,9453,5520,736,989,3,14,8,14,5,27416,0
7352,1957,67,0,1,7/01/2022,3703,644,3128,736,69,1035,12,21,6,8,6,9315,0
7366,1982,42,0,0,20/09/2021,16376,598,12374,1587,299,1840,3,7,6,12,11,33074,1
7396,1966,58,0,0,27/01/2021,7866,1173,21528,4761,805,598,3,21,10,16,12,36731,0
7397,1951,73,0,1,5/10/2021,11362,115,1886,161,0,2300,9,49,14,4,9,15824,0
7408,1952,72,0,1,20/05/2022,4968,46,138,0,0,207,6,49,10,2,4,5359,0
7419,1968,56,1,0,10/07/2022,184,69,437,0,46,69,6,42,4,0,3,805,0
7433,1985,39,1,0,15/11/2020,1472,92,1564,161,115,391,12,56,6,2,4,3795,0
7441,1973,51,1,0,23/12/2020,22034,3657,10281,460,0,713,9,49,4,20,12,37145,1
7451,1960,64,0,0,6/05/2022,23000,437,16353,2875,2645,874,0,7,8,12,9,46184,0
7453,1954,70,0,1,21/04/2021,3611,989,2921,1564,1288,851,18,28,6,16,4,11224,0
7462,1954,70,0,0,10/02/2021,1564,0,5198,1173,3611,1564,9,63,20,4,4,13110,0
7476,1964,60,0,1,18/02/2021,21344,1449,5842,0,276,276,12,28,10,8,10,29187,0
7485,1950,74,1,1,24/07/2022,1541,92,736,391,46,368,9,28,4,2,4,3174,0
7488,1963,61,0,1,10/04/2021,9660,345,4278,3473,874,345,9,21,10,6,13,18975,0
7494,1950,74,1,1,9/04/2021,4807,0,920,69,46,345,12,56,12,2,4,6187,0
7500,1967,57,1,1,11/07/2022,5635,368,5129,483,989,368,6,42,16,2,8,12972,0
7505,1957,67,1,1,7/04/2022,506,23,207,0,0,322,3,28,2,2,2,1058,0
7527,1968,56,1,0,7/02/2021,138,138,667,276,345,184,9,56,4,2,3,1748,0
7530,1950,74,1,1,24/07/2022,1541,92,736,391,46,368,9,28,4,2,4,3174,0
7532,1980,44,0,1,16/11/2020,2277,46,253,92,0,368,9,56,6,0,4,3036,0
7573,1978,46,1,0,27/07/2021,897,23,207,46,23,782,3,49,4,2,2,1978,0
7592,1946,78,0,0,5/07/2021,2346,207,1449,46,207,552,3,42,8,2,4,4807,0
7600,1992,32,1,0,14/01/2022,23,69,69,184,23,299,6,49,2,0,3,667,0
7620,1990,34,1,0,22/10/2021,115,253,368,483,184,1035,6,56,4,4,2,2438,0
7628,1973,51,1,0,4/06/2022,690,115,552,138,69,184,6,35,4,0,4,1748,0
7629,1977,47,1,1,25/07/2022,115,69,207,138,46,138,6,49,4,0,3,713,0
7646,1989,35,1,0,7/05/2022,5014,1449,6486,3151,805,1610,12,28,10,6,12,18515,1
7679,1985,39,0,0,5/08/2022,138,69,276,138,23,0,3,21,2,2,3,644,0
7699,1969,55,1,1,19/12/2021,3542,0,1150,138,253,851,15,42,6,8,3,5934,0
7712,1946,78,0,0,15/07/2022,4186,391,5957,1771,1610,667,3,28,12,4,10,14582,0
7725,1965,59,0,0,25/05/2022,3979,598,5865,805,1633,1863,3,7,8,8,7,14743,0
7732,1978,46,1,0,21/03/2022,6739,0,2852,4117,2231,1196,3,35,14,4,10,17135,0
7736,1986,38,1,0,8/01/2021,253,161,276,46,46,621,6,35,4,2,2,1403,0
7755,1954,70,0,1,29/01/2022,8050,69,897,0,0,437,6,56,18,2,4,9453,0
7788,1983,41,1,0,21/08/2022,138,0,69,0,0,23,3,21,0,0,3,230,0
7789,1965,59,0,0,8/02/2022,15732,2300,18423,483,1518,0,3,14,12,18,10,38456,0
7791,1967,57,1,1,2/12/2021,276,23,138,0,23,115,6,49,2,0,3,575,0
7807,1974,50,0,1,29/11/2020,2254,0,2438,1127,230,2438,15,42,10,2,5,8487,0
7832,1959,65,0,1,14/11/2021,21620,1012,9108,0,2024,1334,3,28,16,14,7,35098,0
7842,1968,56,1,1,17/06/2021,414,161,782,230,46,69,9,56,6,0,3,1702,0
7848,1974,50,0,1,30/08/2021,5152,46,575,161,0,2530,6,42,10,6,3,8464,0
7849,1970,54,0,0,26/11/2021,4807,437,10488,3680,3266,1518,3,7,4,18,13,24196,0
7861,1952,72,0,1,24/04/2022,18860,1311,5566,1035,0,253,6,28,16,6,6,27025,0
7872,1975,49,0,0,29/11/2020,4117,483,6279,0,483,1449,3,35,12,20,6,12811,0
7875,1949,75,0,0,16/07/2022,22241,0,14191,989,1150,0,3,14,8,16,13,38571,0
7881,1946,78,0,0,15/12/2021,14260,598,4485,782,391,3243,3,14,12,8,13,23759,0
7899,1952,72,0,1,15/01/2021,28635,759,7636,483,759,368,6,49,8,14,4,38640,0
7901,1971,53,0,1,23/01/2022,207,23,115,46,23,92,3,28,0,0,3,506,0
7912,1978,46,1,0,9/07/2021,184,345,621,0,460,759,6,56,6,2,2,2369,0
7922,1951,73,0,1,29/10/2020,18837,0,1656,276,0,1449,6,49,22,4,10,22218,0
7937,1982,42,0,0,5/07/2022,230,161,575,138,69,161,3,49,6,0,3,1334,0
7943,1975,49,1,0,12/07/2022,414,0,138,69,69,115,3,14,2,2,3,805,0
7947,1969,55,1,1,11/06/2022,552,0,184,0,23,92,3,35,2,0,3,851,0
7959,1961,63,0,0,15/08/2022,15134,1840,11109,2829,299,299,3,7,6,4,5,31510,0
7962,1987,37,0,0,26/12/2021,29555,483,10327,2438,460,460,3,7,8,6,4,43723,0
7966,1959,65,1,1,27/03/2021,11615,3151,9223,2392,506,506,9,35,22,10,11,27393,0
7990,1947,77,0,0,19/10/2020,207,23,46,69,46,0,3,42,0,0,3,391,0
8015,1962,62,0,0,20/07/2021,16422,1748,9085,2668,0,276,3,7,8,12,9,30199,0
8017,1981,43,1,1,5/09/2022,506,0,437,138,115,69,6,42,4,0,3,1265,0
8041,1971,53,0,1,25/11/2020,13685,1633,3519,2760,2576,943,18,63,6,4,10,25116,0
8070,1973,51,0,1,18/05/2022,4577,276,713,69,276,161,3,21,6,6,5,6072,0
8079,1982,42,1,0,15/05/2022,69,23,184,529,46,414,9,21,4,2,3,1265,0
8080,1986,38,0,0,3/11/2020,115,23,138,69,92,69,3,28,0,0,3,506,1
8086,1959,65,1,1,27/02/2022,1104,0,46,0,0,115,6,49,4,0,3,1265,0
8091,1956,68,0,1,19/11/2020,9729,4232,8464,299,2231,483,3,35,12,8,6,25438,0
8093,1969,55,0,0,14/09/2022,13156,184,5336,529,1426,391,3,7,8,6,6,21022,0
8104,1951,73,0,0,26/10/2021,5543,0,276,0,0,575,3,49,10,2,5,6394,0
8135,1986,38,1,0,14/01/2022,161,92,529,161,0,253,3,49,2,0,3,1196,0
8143,1985,39,0,0,16/10/2021,4646,46,1058,69,46,230,6,49,8,4,5,6095,0
8147,1960,64,1,1,22/09/2021,644,0,253,0,0,207,9,56,4,0,3,1104,0
8164,1978,46,0,0,11/02/2022,23529,2139,14973,1127,1265,851,3,14,10,12,7,43884,1
8175,1992,32,0,0,7/09/2021,782,92,1518,69,230,460,3,49,4,2,4,3151,0
8204,1971,53,0,0,4/03/2021,11086,805,12719,1656,3680,391,3,14,8,8,9,30337,0
8207,1957,67,0,1,4/06/2022,644,0,207,69,0,0,3,28,2,0,3,920,0
8210,1975,49,0,1,1/11/2021,7314,69,391,92,161,1288,15,28,8,2,8,9315,0
8212,1971,53,0,1,14/06/2021,1955,345,621,299,299,483,6,49,6,2,4,4002,0
8216,1972,52,1,1,28/12/2021,3634,0,1748,299,161,1633,18,35,8,8,3,7475,0
8230,1980,44,1,0,11/04/2022,506,46,713,161,92,115,3,49,4,0,3,1633,0
8233,1950,74,0,1,14/04/2022,11684,115,483,161,115,230,12,35,14,6,7,12788,0
8254,1974,50,1,0,30/06/2021,322,0,46,0,0,161,3,56,2,0,2,529,0
8278,1990,34,0,0,12/11/2020,19849,1909,12581,1978,2277,759,3,35,16,4,5,39353,1
8299,1989,35,0,0,28/11/2021,920,46,345,184,0,138,3,28,2,2,3,1633,0
8312,1961,63,0,0,1/09/2022,23,207,161,46,322,230,3,42,4,0,3,989,0
8315,1995,29,0,0,12/06/2022,92,46,253,46,0,92,3,42,2,0,2,529,0
8334,1971,53,1,1,21/12/2021,1817,23,713,92,92,276,9,42,4,2,4,3013,0
8341,1969,55,1,0,17/07/2022,345,0,138,0,23,276,6,49,2,2,2,782,0
8360,1971,53,1,1,24/01/2022,2553,368,851,161,207,414,9,21,6,2,5,4554,0
8362,1982,42,0,0,24/10/2021,33994,437,9269,0,437,0,3,21,14,12,6,44137,1
8372,1974,50,1,0,17/09/2021,69,69,161,138,46,207,3,49,2,0,2,690,0
8387,1957,67,0,1,24/03/2021,3082,184,1748,138,0,253,3,42,8,2,5,5405,0
8395,1961,63,0,0,6/11/2020,22540,851,6095,805,3749,713,3,42,6,12,12,34753,0
8397,1951,73,1,1,29/03/2022,414,0,115,0,0,253,6,49,2,2,2,782,0
8402,1953,71,0,1,5/03/2022,7567,805,5106,2990,805,989,6,28,14,10,8,18262,0
